"title","platform","creator_name","creator_url","source_url","embed_url","thumbnail_url","github_url","categories","source_type","embed_status","publication_status","weight","collected_from","collected_category","collected_at"
"TaxGPT","Streamlit","basil-chatha","https://github.com/basil-chatha","https://taxgpt.streamlit.app","https://taxgpt.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/c1961a91-8148-4d57-9266-71a8f2f9433b/Home_Page.png","https://github.com/basil-chatha/taxgpt","LLMs","curated","unverified","review","929","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Assistant, Quest2Query","Streamlit","martin1998215","https://github.com/martin1998215","https://quest2query.streamlit.app","https://quest2query.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/3284b9d1-7003-4d27-90a0-d5359f4f3c59/Home_Page.png","https://github.com/martin1998215/locasx","LLMs; Snowflake powered ❄️","curated","unverified","review","910","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"LLM User Feedback with Trubrics","Streamlit","trubrics","https://github.com/trubrics","https://trubrics-llm-example.streamlit.app","https://trubrics-llm-example.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/d4dd400a-024f-42ad-9d76-193b7e12a3bc/Home_Page.png","https://github.com/trubrics/trubrics-sdk","LLMs","curated","unverified","review","893","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Snowflake Health","Streamlit","64squaresapexllp","https://github.com/64squaresapexllp","https://devesh.streamlit.app","https://devesh.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/1aced6a9-214c-4120-ad40-61f506dc70f9/Home_Page.png","https://github.com/64squaresapexllp/snowflake_health","Snowflake powered ❄️; Data visualization","curated","unverified","review","874","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Vehicle Incidents in England","Streamlit","sfc-gh-boconnor","https://github.com/sfc-gh-boconnor","https://vehicleincidentsinengland.streamlit.app","https://vehicleincidentsinengland.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/439ff0f8-7e21-49a9-9665-e51755c4ef41/Home_Page.png","https://github.com/sfc-gh-boconnor/vehicle_incidents_uk","Snowflake powered ❄️; Geography & society","curated","unverified","review","865","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"LLM text adventure","Streamlit","iankelk","https://github.com/iankelk","https://llm-text-adventure.streamlit.app","https://llm-text-adventure.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/2ede2983-7574-4a44-8ec8-4829bbce6409/Home_Page.png","https://github.com/iankelk/llm-text-adventure","LLMs","curated","unverified","review","830","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"SnowFlake cheat sheet","Streamlit","syasini","https://github.com/syasini","https://snow-flake-cheat-sheet.streamlit.app","https://snow-flake-cheat-sheet.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/593a0b6a-bcf7-4c87-ac8d-72f9389d78e4/Home_Page.png","https://github.com/syasini/snowflake_cheatsheet","Snowflake powered; Favorites","curated","unverified","review","797","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Molecule icon generator","Streamlit","lucandia","https://github.com/lucandia","https://molecule-icon-generator.streamlit.app","https://molecule-icon-generator.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/a5fc3447-c99a-4b58-b242-0926a28ab315/Home_Page.png","https://github.com/lucandia/molecule-icon-generator","Science & technology; Favorites","curated","unverified","review","754","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Resource Finder","Streamlit","nikhiljha97","https://github.com/nikhiljha97","https://gptstudyplanner.streamlit.app","https://gptstudyplanner.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/086f95fb-dcb5-43f1-8e01-1ffdadda9c13/Home_Page.png","https://github.com/nikhiljha97/chatgpt_studyplanner","LLMs","curated","unverified","review","723","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Zeta Customer Matcher","Streamlit","evloes","https://github.com/evloes","https://evloes-st1-graphs-local-csv-mxd31x.streamlit.app","https://evloes-st1-graphs-local-csv-mxd31x.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/01dc5073-317e-45c2-885e-b8a81744aa91/Home_Page.png","https://github.com/evloes/st1_graphs","Snowflake powered ❄️","curated","unverified","review","695","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"MYSNOWSIGHT","Streamlit","mahanteshimath","https://github.com/mahanteshimath","https://mysnowsight.streamlit.app","https://mysnowsight.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/c6c7db3d-1b08-4caa-9d78-ca5db042a278/Home_Page.png","https://github.com/mahanteshimath/mysnowsight","Snowflake powered ❄️","curated","unverified","review","639","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Sparky A Free AI Powered Chat Bot","Streamlit","icare-solutions","https://github.com/icare-solutions","https://sparky.streamlit.app","https://sparky.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/4c656fbb-b748-4697-9621-8d98909aa2a0/Home_Page.png","https://github.com/icare-solutions/sparky-bot","LLMs","curated","unverified","review","633","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"GPT Search – By Tanay","Streamlit","heytanay","https://github.com/heytanay","https://gpt-search-tanaym.streamlit.app","https://gpt-search-tanaym.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/a08a9c0f-8e48-41ec-b8f7-ebe90c708a49/Home_Page.png","https://github.com/heytanay/gpt-search","LLMs","curated","unverified","review","612","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"The Distance Predictor","Streamlit","dec1costello","https://github.com/dec1costello","https://light-weight-distance-predictor.streamlit.app","https://light-weight-distance-predictor.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/fc48323d-8eb4-48c6-96aa-280fd92fbb94/Home_Page.png","https://github.com/dec1costello/baseball","Other","curated","unverified","review","547","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"📚 LLMpedia","Streamlit","masta-g3","https://github.com/masta-g3","https://llmpedia.streamlit.app","https://llmpedia.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/10c54856-7d89-475e-9f4f-7bcfcac28578/Home_Page.png","https://github.com/masta-g3/llmpedia","LLMs","curated","unverified","review","516","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"CopyThis","Streamlit","parker84","https://github.com/parker84","https://copythis.streamlit.app","https://copythis.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/31eecd7d-8b3e-44e1-9b6c-0786ed5b81df/Home_Page.png","https://github.com/parker84/copy-this","LLMs","curated","unverified","review","511","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"LLM Assisted Interview Prep","Streamlit","gkamradt","https://github.com/gkamradt","https://gkamradt-llm-interview-research-assistant-main-1ptqgt.streamlit.app","https://gkamradt-llm-interview-research-assistant-main-1ptqgt.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/29955510-36fa-42eb-8fac-c23fb17d4ab7/Home_Page.png","https://github.com/gkamradt/llm-interview-research-assistant","LLMs","curated","unverified","review","480","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"friend.tech Dashboard","Streamlit","1cy1c3","https://github.com/1cy1c3","https://friendtechdashboard.streamlit.app","https://friendtechdashboard.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/e9327436-411e-44bc-bceb-29219048a580/Home_Page.png","https://github.com/1cy1c3/friendtech_dashboard","Finance & business","curated","unverified","review","396","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Frosty app","Streamlit","cerebrosports","https://github.com/cerebrosports","https://cerebro.streamlit.app","https://cerebro.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/924e0bbf-741f-4f0f-9acd-686ac1271f49/Home_Page.png","https://github.com/cerebrosports/kobe","LLMs 💬; Snowflake powered ❄️","curated","unverified","review","386","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"PixMatch","Streamlit","shakamoushie","https://github.com/shakamoushie","https://pixmatchgame.streamlit.app","https://pixmatchgame.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/3e8e2c2c-9543-4776-b922-a069c6403bd7/Home_Page.png","https://github.com/shakamoushie/pixmatch","Favorites; Sports & fun","curated","unverified","review","355","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Streamly Streamlit Assistant","Streamlit","adielaine","https://github.com/adielaine","https://streamly.streamlit.app","https://streamly.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/2a8c9349-8ed4-4220-85db-cb2c70a4a2b3/Home_Page.png","https://github.com/adielaine/streamly","LLMs; Favorites","curated","unverified","review","349","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Respell Call Streamlit App","Streamlit","tonykipkemboi","https://github.com/tonykipkemboi","https://respellcall.streamlit.app","https://respellcall.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/00d61501-16a9-444f-af55-690c4ca4e024/Home_Page.png","https://github.com/tonykipkemboi/respell-call-streamlit-demo","LLMs","curated","unverified","review","325","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"YouKnowSnow","Streamlit","meansquaredlabs","https://github.com/meansquaredlabs","https://youknowsnow.streamlit.app","https://youknowsnow.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/34eb84b0-98b2-4252-b7d0-2beca593acda/Home_Page.png","https://github.com/meansquaredlabs/youknow_snowflake","LLMs 💬; Snowflake powered ❄️","curated","unverified","review","256","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"FrostyGen Random Data Generator","Streamlit","matteo-consoli","https://github.com/matteo-consoli","https://frostygen.streamlit.app","https://frostygen.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/12690672-508e-4f52-9db2-b0a1bd8ddfef/Home_Page.png","https://github.com/matteo-consoli/frostygen","Snowflake powered ❄️","curated","unverified","review","244","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Summarization and questioning model","Streamlit","singhjaspreetb","https://github.com/singhjaspreetb","https://singhjaspreetb-summerization-llm-model-bpfpkb.streamlit.app","https://singhjaspreetb-summerization-llm-model-bpfpkb.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/2c76294e-36e9-48e6-9840-63e073017745/Home_Page.png","https://github.com/singhjaspreetb/summerization-llm","LLMs","curated","unverified","review","215","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"UNIFI Autism Care","Streamlit","sg00990","https://github.com/sg00990","https://unifi-poc-app.streamlit.app","https://unifi-poc-app.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/0d00a49a-a8e7-4fce-be37-588bfacc9bf6/Home_Page.png","https://github.com/sg00990/unifi","Snowflake powered ❄️","curated","unverified","review","201","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Dunning and Kruger experiments","Streamlit","e10v","https://github.com/e10v","https://dunning-kruger.streamlit.app","https://dunning-kruger.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/693d798e-8a99-4811-b180-8c265dfd0e07/Home_Page.png","https://github.com/e10v/dunning-kruger","Science & technology","curated","unverified","review","165","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"WITNESS Explorer","Streamlit","sostrades-pjbarjhoux","https://github.com/sostrades-pjbarjhoux","https://explorer-trial-lcjnbwesacaym5uhpa4vxn.streamlit.app","https://explorer-trial-lcjnbwesacaym5uhpa4vxn.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/3f5faeba-8844-4ff8-b11a-cf2b6b071b19/Home_Page.png","https://github.com/sostrades-pjbarjhoux/explorer-trial","Snowflake powered ❄️; Data visualization","curated","unverified","review","153","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"TFinder","Streamlit","jumitti","https://github.com/jumitti","https://tfinder-ipmc.streamlit.app","https://tfinder-ipmc.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/8fe96106-db35-4600-b374-51a29e687971/Home_Page.png","https://github.com/jumitti/tfinder","Science & technology","curated","unverified","review","104","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"SnowDQ","Streamlit","laxman001","https://github.com/laxman001","https://snowdq-test.streamlit.app","https://snowdq-test.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/b42c3c99-472b-4f8d-a49a-d46392d48b8a/Home_Page.png","https://github.com/laxman001/snowdq","Snowflake powered ❄️","curated","unverified","review","72","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Streamlit Token Craft example","Streamlit","stavrostheocharis","https://github.com/stavrostheocharis","https://app-token-craft-example.streamlit.app","https://app-token-craft-example.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/cb3dd723-91f3-4067-a779-e93c4419ae81/Home_Page.png","https://github.com/stavrostheocharis/streamlit-apps-showcase","Other","curated","unverified","review","20","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"AI Mind Maps","Streamlit","ferusandbeyond","https://github.com/ferusandbeyond","https://ferusandbeyond-mind-map-generation-main-7p68z9.streamlit.app","https://ferusandbeyond-mind-map-generation-main-7p68z9.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/6c340758-5865-4222-941a-2c32dc1e6821/Home_Page.png","https://github.com/ferusandbeyond/mind-map-generation","LLMs","curated","unverified","review","0","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"ChickenAI","Streamlit","jumitti","https://github.com/jumitti","https://chickenai.streamlit.app","https://chickenai.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/d3b354d0-f524-42e4-b2fa-ef5618023bdc/Home_Page.png","https://github.com/jumitti/chicken_ai","LLMs; Science & technology","curated","unverified","review","0","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"LangChain Crash Course","Streamlit","francescocarlucci","https://github.com/francescocarlucci","https://learnlangchain.streamlit.app","https://learnlangchain.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/657150b2-9018-4f05-aecb-cc7581d50ea0/Home_Page.png","https://github.com/francescocarlucci/learn-langchain","LLMs","curated","unverified","review","0","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"K A T E One","Streamlit","semantha","https://github.com/semantha","https://kate1-by-semantha.streamlit.app","https://kate1-by-semantha.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/f0b11625-9c23-4f85-8449-72f30eee75ef/Home_Page.png","https://github.com/semantha/kate1","NLP & language","curated","unverified","review","0","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
